EXT_CMPD_NUMBER,SMILES,Percentage_inhibition_3D7,Percentage_inhibition_DD2,Percentage_inhibition_3D7_PFLDH,XC50_MOD_3D7,XC50_3D7 (microM),Percentage_inhibition_HEPG2
TCMDC-133397,OC(=O)C(F)(F)F.Fc1ccc(OCC(=O)NC2CCN(C2)c2ccnc3cc(Cl)ccc23)cc1,102,100,-1,,0.265320806,24
TCMDC-133398,OC(=O)C(F)(F)F.Clc1ccc2c(ccnc2c1)N1CCC(C1)NS(=O)(=O)c1cccs1,102,76,-4,,0.697026107,6
TCMDC-133399,OC(=O)C(F)(F)F.Clc1ccc(CC(=O)NC2CCN(C2)c2ccnc3cc(Cl)ccc23)cc1,82,99,-3,,0.225981057,13
TCMDC-133400,OC(=O)C(F)(F)F.Clc1cccc(NC(=S)NC2CCN(C2)c2ccnc3cc(Cl)ccc23)c1,100,89,-3,,0.15387169,16
TCMDC-133401,OC(=O)C(F)(F)F.Clc1ccc2c(ccnc2c1)N1CCC(C1)NC(=O)Nc1ccccc1Oc1ccccc1,99,74,0,,0.167385096,-1
TCMDC-133402,OC(=O)C(F)(F)F.Clc1ccc2c(ccnc2c1)N1CCC(C1)NC(=O)NCc1ccccc1,94,99,-2,,0.158014635,13
TCMDC-133403,OC(=O)C(F)(F)F.Clc1ccc2c(ccnc2c1)N1CCC(C1)NC(=O)NC(=O)c1ccccc1,101,99,-2,,0.584280324,32
TCMDC-133404,OC(=O)C(F)(F)F.Fc1ccc(NC(=O)NC2CCN(C2)c2ccnc3cc(Cl)ccc23)cc1Cl,101,74,-3,,0.214647061,37
TCMDC-133405,OC(=O)C(F)(F)F.FC(F)(F)c1ccc(NC(=O)NC2CCN(C2)c2ccnc3cc(Cl)ccc23)cc1,102,99,-2,,0.139338008,20
TCMDC-133406,OC(=O)C(F)(F)F.FC(F)(F)c1cccc(NC(=O)NC2CCN(C2)c2ccnc3cc(Cl)ccc23)c1,101,89,6,,0.120251512,18
TCMDC-133407,OC(=O)C(F)(F)F.Fc1ccc(NC(=O)NC2CCN(C2)c2ccnc3cc(Cl)ccc23)cc1,101,67,2,,0.217813092,17
TCMDC-133408,OC(=O)C(F)(F)F.CN(C)c1cccc2n(CC3CCCN3)c(nc12)-c1ccco1,86,46,6,,0.9704623,-1
TCMDC-133409,Nc1ccc(cn1)-c1ccc(NC(=O)Nc2ccccc2)cc1,91,93,-1,,0.919700589,-3
TCMDC-133410,Nc1ccc(cn1)-c1ccc(NC(=O)Nc2cc(ccc2F)C(F)(F)F)cc1,99,39,-9,,0.656565471,-6
TCMDC-133411,OC(=O)C(F)(F)F.CC1CN(CC(C)O1)c1cccc2n(CCNCc3ccccc3)c(nc12)-c1cncc(c1)C#N,83,9,5,,1.224880147,-5
TCMDC-133412,OC(=O)C(F)(F)F.COc1ccccc1N1CCN(CC1)c1cccc2n(CCNCc3ccccc3)c(nc12)-c1cncc(c1)C#N,101,81,3,,0.705974163,-8
TCMDC-133413,OC(=O)C(F)(F)F.N#Cc1cncc(c1)-c1nc2c(cccc2n1CCNCc1ccccc1)N1CCN(CC1)c1cnccn1,99,31,4,,0.911695456,0
TCMDC-133414,OC(=O)C(F)(F)F.CCNC(=O)N1CCc2ccc(Oc3nc(NCc4ccccc4OC)ncc3C)cc2CC1,83,76,-9,,1.072849236,-9
TCMDC-133415,OC(=O)C(F)(F)F.Nc1ncc(cc1-c1cccc2ncccc12)-c1ccccc1,97,99,-2,,0.271510564,82
TCMDC-133416,OC(=O)C(F)(F)F.NC(=O)c1cccc(c1)-n1ccc2cc(CNC3Cc4ccccc4C3)ccc12,88,7,-1,,1.128091075,17
TCMDC-133417,OC(=O)C(F)(F)F.COc1ccc(CNc2nccc3ccc(cc23)-c2ccc3nccn3c2)cc1,95,47,-4,,0.881867201,17
TCMDC-133418,OC(=O)C(F)(F)F.COc1ccc(CNc2nccc3ccc(cc23)-c2ccc(N)nc2)cc1,93,49,2,,0.978514463,7
TCMDC-133419,Cl.Cc1nc([nH]c1C)-c1cccc(NCc2ccccc2)c1,101,48,1,,0.863353225,16
TCMDC-133420,OC(=O)C(F)(F)F.Nc1ncc(c(N)n1)-c1ccc(NC(=O)Nc2cc(ccc2F)C(F)(F)F)cc1,99,21,-5,,0.718980586,96
TCMDC-133421,OC(=O)C(F)(F)F.Nc1ncc(-c2ccc3ncccc3c2)c(N)n1,97,-1,2,,0.917892221,55
TCMDC-133422,OC(=O)C(F)(F)F.Nc1nccc2ccc(cc12)-c1ccc(NC(=O)Nc2cc(ccc2F)C(F)(F)F)cc1,101,100,-3,,0.086317354,99
TCMDC-133423,OC(=O)C(F)(F)F.Nc1nccc2ccc(cc12)-c1ccc(OCc2ccccc2)cc1,101,67,-8,,0.222501876,40
TCMDC-133424,OC(=O)C(F)(F)F.Nc1nccc2ccc(cc12)-c1cccc2ncccc12,98,94,-1,,0.052388476,40
TCMDC-133425,OC(=O)C(F)(F)F.Nc1nccc2ccc(cc12)-c1ccc2nccn2c1,101,100,-2,,0.101483127,15
TCMDC-133426,OC(=O)C(F)(F)F.Nc1nccc2ccc(cc12)-c1ccc2ncccc2c1,100,100,-7,,0.111785439,97
TCMDC-133427,OC(=O)C(F)(F)F.CN(C)CC(=O)Nc1ccc(cc1)-c1ccc2ccnc(N)c2c1,101,99,2,,0.033073875,69
TCMDC-133428,OC(=O)C(F)(F)F.Nc1ccc(cn1)-c1ccc2ccnc(N)c2c1,101,100,3,,0.353154695,43
TCMDC-133429,OC(=O)C(F)(F)F.NC(=O)c1ccc(cc1)-c1ccc2ccnc(N)c2c1,101,98,-2,,0.418855006,56
TCMDC-133430,OC(=O)C(F)(F)F.Nc1nccc2ccc(cc12)-c1cccc(OCc2ccccc2)c1,101,81,5,,0.289457542,47
TCMDC-133431,OC(=O)C(F)(F)F.Nc1nccc2ccc(cc12)-c1ccsc1,100,89,4,,0.331651418,38
TCMDC-133432,OC(=O)C(F)(F)F.Nc1nccc2ccc(cc12)-c1ccc(Oc2ccccc2)cc1,98,80,-3,,0.277532697,36
TCMDC-133433,OC(=O)C(F)(F)F.N#Cc1ccc(cc1)-c1nc2c(cccc2n1CCNCc1ccccc1)N1CCCC1,100,99,-3,,0.592925099,2
TCMDC-133434,Cl.Cc1nc([nH]c1C)-c1cccc(NCc2c(C)cccc2C)c1,99,44,-3,,0.883376603,58
TCMDC-133435,OC(=O)C(F)(F)F.CN1CCN(CC1)c1nsc2ccc(cc12)-c1ccc(NC(=O)Nc2cc(ccc2F)C(F)(F)F)cc1,99,64,-3,,0.244814137,100
TCMDC-133436,OC(=O)C(F)(F)F.CN1CCN(CC1)c1nsc2ccc(cc12)-c1ccc(OCCN2CCCC2)cc1,102,99,6,,0.826295371,57
TCMDC-133437,OC(=O)C(F)(F)F.CN1CCN(CC1)c1nsc2ccc(cc12)-c1ccc(NC(=O)Nc2ccccc2)cc1,102,98,-1,,0.180176584,38
TCMDC-133438,OC(=O)C(F)(F)F.Cc1cc(N)ncc1-c1ccc(NC(=O)Nc2cc(ccc2F)C(F)(F)F)cc1,100,23,3,,0.698162782,15
TCMDC-133439,OC(=O)C(F)(F)F.CN(CCc1ccccn1)c1cccc2n(CCNCc3ccccc3)c(nc12)-c1cccnc1,90,97,2,,1.063116564,12
TCMDC-133440,OC(=O)C(F)(F)F.CN(C)CCCN(C)c1cccc2n(CCNCc3ccccc3)c(nc12)-c1cccnc1,89,88,4,,1.387624771,4
TCMDC-133441,OC(=O)C(F)(F)F.NC1CCN(CC1)c1nc(NCCc2ccc(O)cc2)nc(NCc2ccccc2-c2ccccc2)n1,99,32,4,,0.822113808,14
TCMDC-133442,OC(=O)C(F)(F)F.NC1CCN(CC1)c1nc(NCCc2ccc(O)cc2)nc(NCc2ccccc2-c2ccc(cc2)C(F)(F)F)n1,100,72,1,,0.746351926,18
TCMDC-133443,OC(=O)C(F)(F)F.COc1cc(CCNc2nc(NCc3ccccc3-c3ccccc3)nc(n2)N2CCC(N)CC2)ccc1O,100,70,-4,,0.817268716,25
TCMDC-133444,OC(=O)C(F)(F)F.COc1cc(CCNc2nc(NCc3cccc4ccccc34)nc(n2)N2CCC(N)CC2)ccc1O,100,59,5,,0.78684532,16
TCMDC-133445,OC(=O)C(F)(F)F.Oc1ccc(CCCNc2nc(NCc3cccc4ccccc34)nc(n2)N2CCCNCC2)cc1,96,62,-2,,0.987364176,98
TCMDC-133446,Cl.Fc1ccc2ncc(Cl)c(CCN3CCC(CC3)NCc3cc4OCCOc4cn3)c2c1,93,20,-4,,0.883919297,24
TCMDC-133447,COc1cccc(Nc2nc(Nc3cccc(c3)C#N)cc(n2)-c2ccncc2)c1,100,46,1,,0.764131715,28
TCMDC-133448,COc1cccc(Nc2nc(C)cc(Nc3cccc(c3)C#N)n2)c1,101,92,-3,,1.078079912,-2
TCMDC-125308,Cc1ccc(Nc2nc(C)cc(n2)N2CCN(CC2)c2ccccc2)cc1,93,72,3,,1.528310016,4
TCMDC-133449,Cc1ccc(Nc2nc(C)cc(Nc3cccc(NS(C)(=O)=O)c3)n2)cc1,96,8,0,,0.916508477,-3
TCMDC-133450,COc1cccc(Nc2nc(C)cc(NCc3ccc(cc3)-n3ccnc3)n2)c1,101,99,-5,,0.958172167,-13
TCMDC-133451,COc1cccc(Nc2nc(C)cc(NCc3ccc(cc3)-c3c(C)noc3C)n2)c1,98,42,-1,,0.880073279,33
TCMDC-133452,COc1ccccc1Nc1nc(C)cc(NCc2ccc(cc2)-n2ccnc2)n1,90,10,-2,,1.048268591,5
TCMDC-133453,COc1ccccc1Nc1nc(C)cc(NCc2ccc(cc2)-c2c(C)noc2C)n1,98,13,-6,,0.872314671,12
TCMDC-133454,Cc1ccc(Nc2nc(C)cc(NCc3ccc(cc3)-n3ccnc3)n2)cc1,101,100,1,,1.005406626,33
TCMDC-133455,COc1ccccc1N(C)CCNc1cc(C)nc(Nc2ccccc2)n1,96,13,-1,,1.06884891,10
TCMDC-133456,COc1ccccc1N(C)CCNc1cc(C)nc(Nc2ccc(C)cc2)n1,93,25,0,,1.572916236,9
TCMDC-133457,COc1ccc(Nc2nc(NCc3cccc(NS(C)(=O)=O)c3)cc(n2)-c2ccc(OC)cc2)cc1,84,5,5,,1.222296532,-7
TCMDC-133458,OC(=O)C(F)(F)F.FC(F)(F)c1cc(Nc2cccc(c2)C#N)nc(Nc2ccccc2)n1,92,17,5,,1.440143472,7
TCMDC-133459,Cc1cc(NC2CCCC2)nc(Nc2ccccc2)n1,100,75,0,,0.985022859,26
TCMDC-133460,Cc1ccc(Nc2nc(C)cc(Nc3cccc(c3)C#N)n2)cc1,101,96,4,,0.978106177,14
TCMDC-133461,CC(=O)Nc1cccc(CNc2cc(C)nc(Nc3ccc(C)cc3)n2)c1,82,23,0,,1.139563538,18
TCMDC-133462,COc1cccc(Nc2nc(Nc3cccc(c3)C#N)cc(n2)C(F)(F)F)c1,99,45,3,,0.834254039,15
TCMDC-133463,Cc1cc(NC2CCCC2)nc(Nc2ccccc2F)n1,97,53,-2,,0.925818468,24
TCMDC-133464,COc1cccc(Nc2nc(C)cc(NC3CCCC3)n2)c1,101,79,1,,1.108810066,41
TCMDC-133465,COc1ccc(Nc2nc(C)cc(NC3CCCC3)n2)cc1,98,59,0,,0.872009708,34
TCMDC-133466,COc1ccc(cc1)-c1cc(NCc2ccc(cc2)-n2ccnc2)nc(Nc2ccccc2)n1,101,79,0,,0.966033372,8
TCMDC-133467,COc1ccc(Nc2nc(NCc3cccnc3)cc(n2)-c2ccc(OC)cc2)cc1,89,16,3,,1.398954344,-2
TCMDC-133468,COc1ccc(Nc2nc(NC3CCCC3)cc(n2)-c2ccc(OC)cc2)cc1,86,15,2,,1.03376187,12
TCMDC-133469,Cc1ccc(Nc2nc(C)cc(NC3CC3)n2)cc1,97,15,5,,1.216185493,-4
TCMDC-133470,Cc1ccc(Nc2nc(C)cc(NC3CCCC3)n2)cc1,100,89,0,,0.292339006,33
TCMDC-133471,Cc1cc(Nc2cccc(c2)C#N)nc(Nc2ccccc2C)n1,95,46,0,,0.861185581,10
TCMDC-133472,Cc1cc(NC2CCCC2)nc(Nc2ccc(F)cc2)n1,100,74,-3,,0.471234109,22
TCMDC-133473,Cc1cc(NC2CCCC2)nc(Nc2ccccc2C)n1,88,20,2,,1.348673122,-2
TCMDC-133474,OC(=O)C(F)(F)F.COc1cc2CC(Cc2cc1OC)NCc1ccc(cc1)-c1ccc2nc[nH]c2c1,97,92,0,,0.845882125,40
TCMDC-133475,COc1cccc(NC(=O)Nc2cc(cc3C(=O)NCc23)-c2ccc3[nH]ncc3c2)c1,98,100,5,,0.116756367,3
TCMDC-133476,Oc1cccc(CN(CCC(O)(C(F)(F)F)C(F)(F)F)S(=O)(=O)c2cc(Cl)sc2Cl)c1,98,97,5,,0.744075437,-4
TCMDC-133477,Oc1cccc(CN(CCC(O)(C(F)(F)F)C(F)(F)F)S(=O)(=O)c2cc3ccccc3s2)c1,100,99,0,,0.751372559,-1
TCMDC-133478,Oc1cccc(CN(CCC(O)(C(F)(F)F)C(F)(F)F)S(=O)(=O)c2csc3ccccc23)c1,101,100,7,,0.360258683,-11
TCMDC-133479,Oc1cccc(CN(CCC(O)(C(F)(F)F)C(F)(F)F)S(=O)(=O)c2cccc(Cl)c2F)c1,100,86,0,,0.917677959,-5
TCMDC-133480,Oc1cccc(CN(CCC(O)(C(F)(F)F)C(F)(F)F)S(=O)(=O)c2ccc(Oc3ccccc3)cc2)c1,102,99,5,,0.490641232,-13
TCMDC-133481,OC(=O)C(F)(F)F.COc1cc(CNC2Cc3ccccc3C2)ccc1Oc1ccc2nc[nH]c2c1,98,50,-1,,0.948688734,30
TCMDC-133482,COC(=O)c1cccc(CN(CCC(O)(C(F)(F)F)C(F)(F)F)C(=O)CC2CCCC2)c1,98,53,0,,0.909181848,-1
TCMDC-133483,OC(=O)C(F)(F)F.COc1ccc2CC(Cc2c1)NCc1ccc(cc1)-c1ccc2nc[nH]c2c1,100,71,1,,0.880237273,30
TCMDC-133484,OC(=O)C(F)(F)F.CN(C)c1cccc2n(CCNCc3ccccc3)c(nc12)-c1ccco1,98,97,2,,0.81435891,-1
TCMDC-133485,COc1ccccc1C1CCN(CC1)C1CCC(CC1)NC(=O)\C=C\c1cccc(Cl)c1,92,20,3,,1.028860624,54
TCMDC-133486,COc1ccccc1C1CCN(CC1)C1CCC(CC1)NC(=O)\C=C\c1ccc(cc1F)C(F)(F)F,95,2,2,,0.990346837,63
TCMDC-133487,COc1ccccc1C1CCN(CC1)C1CCC(CC1)NC(=O)\C=C\c1ccc(cc1)C(F)(F)F,88,7,4,,1.157909865,57
TCMDC-133488,COc1ccccc1C1CCN(CC1)C1CCC(CC1)NC(=O)\C=C\c1cc(F)c(F)cc1F,85,0,-5,,1.600764907,39
TCMDC-133489,COc1ccccc1C1CCN(CC1)C1CCC(CC1)NC(=O)\C=C\c1cccc(Cl)c1F,96,19,-4,,1.2864906,50
TCMDC-133490,COc1ccccc1C1CCN(CC1)C1CCC(CC1)NC(=O)\C=C\c1cc(ccc1F)C(F)(F)F,97,32,-3,,0.867579133,39
TCMDC-133491,COc1ccccc1C1CCN(CC1)C1CCC(CC1)NC(=O)\C=C\c1ccc2OC(F)(F)Oc2c1,98,31,-2,,0.835691717,52
TCMDC-133492,COc1ccccc1C1CCN(CC1)C1CCC(CC1)NC(=O)\C=C\c1cc(F)cc(F)c1,91,15,0,,1.113346884,45
TCMDC-133493,COc1ccccc1C1CCN(CC1)C1CCC(CC1)NC(=O)\C=C\c1ccc(F)c(F)c1,94,9,1,,1.322712722,49
TCMDC-133494,COc1ccccc1C1CCN(CC1)C1CCC(CC1)NC(=O)\C=C\c1ccc(OC(F)(F)F)cc1,82,11,-3,,1.348553163,65
TCMDC-133495,COc1ccccc1C1CCN(CC1)C1CCC(CC1)NC(=O)\C=C\c1cc(cc(c1)C(F)(F)F)C(F)(F)F,92,21,-4,,1.202304752,31
TCMDC-133496,COc1ccccc1C1CCN(CC1)C1CCC(CC1)NC(=O)\C=C\c1cc(F)cc(c1)C(F)(F)F,98,57,-1,,0.900865146,92
TCMDC-133497,COc1ccccc1C1CCN(CC1)C1CCC(CC1)NC(=O)c1cc2cc(ccc2[nH]1)C(C)C,101,98,-4,,0.850417986,100
TCMDC-133498,COc1ccccc1C1CCN(CC1)C1CCC(CC1)NC(=O)c1cc(cs1)-c1ccc(Cl)cc1,101,100,-1,,0.382578374,61
TCMDC-133499,CCc1c([nH]c2ccc(Br)cc12)C(=O)NC1CCC(CC1)N1CCC(CC1)c1ccccc1OC,101,98,-1,,1.115241143,85
TCMDC-133500,CCc1c([nH]c2ccc(OC)cc12)C(=O)NC1CCC(CC1)N1CCC(CC1)c1ccccc1OC,101,99,-5,,1.111644056,43
TCMDC-133501,Clc1ccc2OCC(=Cc2c1)C(=O)NC1CCC(CC1)N1CCCc2ccc(cc2C1)C#N,93,8,2,,1.327235098,-5
TCMDC-133502,FC(F)(F)c1cc(\C=C\C(=O)NC2CCC(CC2)N2CCCc3ccc(cc3C2)C#N)cc(c1)C(F)(F)F,95,4,-4,,1.393766521,34
TCMDC-133503,CC(C)c1ccc2[nH]c(cc2c1)C(=O)NC1CCC(CC1)N1CCCc2ccc(cc2C1)C#N,91,27,-3,,1.08684531,48
TCMDC-133504,Clc1ccc(cc1)-c1csc(c1)C(=O)NC1CCC(CC1)N1CCCc2ccc(cc2C1)C#N,101,99,0,,0.956489193,36
TCMDC-133505,Cc1ccccc1C1CCN(CC1)C1CCC(CC1)NC(=O)\C=C\c1cccc(F)c1,84,38,-3,,1.189637981,46
TCMDC-133506,Cc1ccccc1C1CCN(CC1)C1CCC(CC1)NC(=O)\C=C\c1ccc(F)cc1,87,30,-2,,1.337807878,61
TCMDC-133507,Cc1ccccc1C1CCN(CC1)C1CCC(CC1)NC(=O)C1=Cc2cc(Cl)ccc2OC1,100,99,0,,0.888955983,51
TCMDC-133508,Cc1ccccc1C1CCN(CC1)C1CCC(CC1)NC(=O)\C=C\c1cccc(Cl)c1,98,34,-3,,0.890863302,70
TCMDC-133509,Cc1ccccc1C1CCN(CC1)C1CCC(CC1)NC(=O)\C=C\c1ccc(cc1F)C(F)(F)F,99,58,-2,,0.902177402,72
TCMDC-133510,Cc1ccccc1C1CCN(CC1)C1CCC(CC1)NC(=O)\C=C\c1cc(F)ccc1F,85,36,-2,,1.041483018,47
TCMDC-133511,Cc1ccccc1C1CCN(CC1)C1CCC(CC1)NC(=O)\C=C\c1ccc(cc1)C(F)(F)F,95,19,-3,,1.044958617,64
TCMDC-133512,Cc1ccccc1C1CCN(CC1)C1CCC(CC1)NC(=O)\C=C\c1c(F)ccc(F)c1F,82,33,1,,1.261078848,37
TCMDC-133513,Cc1ccccc1C1CCN(CC1)C1CCC(CC1)NC(=O)\C=C\c1cccc(Cl)c1F,101,37,4,,1.135048676,87
TCMDC-133514,Cc1ccc(\C=C\C(=O)NC2CCC(CC2)N2CCC(CC2)c2ccccc2C)cc1F,96,18,2,,1.039389424,51
TCMDC-133515,Cc1ccccc1C1CCN(CC1)C1CCC(CC1)NC(=O)\C=C\c1ccc(Cl)cc1,99,25,4,,0.804525761,78
TCMDC-133516,COc1cc(OC)cc(\C=C\C(=O)NC2CCC(CC2)N2CCC(CC2)c2ccccc2C)c1,89,11,-4,,0.978658276,51
TCMDC-133517,Cc1ccccc1C1CCN(CC1)C1CCC(CC1)NC(=O)\C=C\c1ccccc1C(F)(F)F,83,6,-1,,1.408259967,63
TCMDC-133518,Cc1ccccc1C1CCN(CC1)C1CCC(CC1)NC(=O)\C=C\c1cc(ccc1F)C(F)(F)F,100,45,-2,,0.83892372,56
TCMDC-133519,Cc1ccccc1C1CCN(CC1)C1CCC(CC1)NC(=O)\C=C\c1cccc(Cl)c1Cl,94,23,2,,1.026121515,74
TCMDC-133520,Cc1ccccc1C1CCN(CC1)C1CCC(CC1)NC(=O)\C=C\c1ccc2OC(F)(F)Oc2c1,100,39,2,,0.666175739,75
TCMDC-133521,Cc1ccccc1C1CCN(CC1)C1CCC(CC1)NC(=O)\C=C\c1cc(F)ccc1C(F)(F)F,98,25,2,,0.952940803,90
TCMDC-133522,Cc1ccccc1C1CCN(CC1)C1CCC(CC1)NC(=O)\C=C\c1cc(F)cc(F)c1,99,33,3,,0.832600938,53
TCMDC-133523,Cc1ccccc1C1CCN(CC1)C1CCC(CC1)NC(=O)\C=C\c1cccc(c1)C(F)(F)F,100,54,-4,,1.517647336,96
TCMDC-133524,Cc1ccccc1C1CCN(CC1)C1CCC(CC1)NC(=O)\C=C\c1ccc(OC(F)(F)F)cc1,100,67,-5,,0.857092956,96
TCMDC-133525,Cc1ccccc1C1CCN(CC1)C1CCC(CC1)NC(=O)\C=C\c1cccc(F)c1F,89,45,-3,,1.151033676,57
TCMDC-133526,Cc1ccc(\C=C\C(=O)NC2CCC(CC2)N2CCC(CC2)c2ccccc2C)cc1C,100,43,-3,,0.809320453,12
TCMDC-133527,Cc1ccccc1C1CCN(CC1)C1CCC(CC1)NC(=O)\C=C\c1ccc(cc1)C#N,87,13,0,,1.173386906,39
TCMDC-133528,Cc1cccc(\C=C\C(=O)NC2CCC(CC2)N2CCC(CC2)c2ccccc2C)c1,92,20,-3,,1.110058407,67
TCMDC-133529,Cc1ccccc1C1CCN(CC1)C1CCC(CC1)NC(=O)c1cc(cs1)-c1ccc(Cl)cc1,101,100,-2,,0.158436847,99
TCMDC-133530,CCc1c([nH]c2ccc(Br)cc12)C(=O)NC1CCC(CC1)N1CCC(CC1)c1ccccc1C,101,99,-5,,0.928494918,81
TCMDC-133531,CCc1c([nH]c2ccc(OC)cc12)C(=O)NC1CCC(CC1)N1CCC(CC1)c1ccccc1C,101,100,-1,,0.807600437,78
TCMDC-133532,COc1cccc(c1)-c1cc([nH]n1)C(=O)NC1CCC(CC1)N1CCC(CC1)c1ccccc1C,99,58,-2,,1.123603358,60
TCMDC-133533,Cl.CC(C)Nc1nc(Nc2cccc(CCN3CCOCC3)c2)ncc1C,97,76,1,,0.738433767,53
TCMDC-133534,OC(=O)C(F)(F)F.Clc1ccc(NC(=O)c2ccc(cc2)C#N)cc1N1CCN(CCc2ccccc2)CC1,90,35,5,,0.929437175,5
TCMDC-133535,OC(=O)C(F)(F)F.COc1cccc(CCc2nc3c(cccc3n2CC2CNCCO2)N2CCC(Cc3ccccc3)CC2)c1,94,96,4,,0.799644739,4
TCMDC-133536,OC(=O)C(F)(F)F.Cc1ccc(cc1)C(=O)Nc1ccc(Cl)c(c1)N1CCN(CCc2ccccc2)CC1,90,14,-7,,0.926280005,17
TCMDC-133537,Cl.COc1ccc2nccc(N3CCC(CCNCc4cc5OCCOc5cn4)CC3)c2c1,100,99,6,,0.874,26
TCMDC-133538,Cl.COc1ccc2nccc(N3CCC(CCNCc4cc5OCCOc5cn4)CC3)c2n1,100,101,7,,0.223516244,18
TCMDC-133539,OC(=O)C(F)(F)F.CC(C)C[C@H](NC(=O)c1cc2cc(OCCN3CCNCC3)ccc2o1)C(=O)NC1CC[C@@H](C)N(CC1=O)C(=O)Nc1ccc(Cl)cc1,90,92,6,,0.382077989,-3
TCMDC-133540,CC(N1CCC(CC1)N1CCCCC1)c1ccc(cc1)S(=O)(=O)Nc1ccc(C)c(C)c1,97,82,-2,,0.763309069,66
TCMDC-133541,Fc1ccc(cc1C(F)(F)F)-c1nc(NCc2ccc(Cl)cc2)nn1-c1cccc(c1)N(=O)=O,98,93,-3,,0.243136032,6
TCMDC-133542,Fc1ccc(cc1C(F)(F)F)-c1nc(NCc2cccc(c2)C(F)(F)F)nn1-c1cccc(c1)C(F)(F)F,90,58,-5,,1.050829061,2
TCMDC-133543,Fc1ccc(CNc2nc(-c3ccc(F)c(c3)C(F)(F)F)n(n2)-c2cccc(c2)C(F)(F)F)cc1,95,80,-1,,0.562663006,0
TCMDC-133544,Cl.CCN(CC)CCN1C(=O)C(O)(c2c1cc(cc2C(F)(F)F)C(N)=O)c1ccccc1Cl,101,86,-4,,0.702594366,16
TCMDC-125307,Cc1cc(C)c(-c2n[nH]c3C(=O)N(Cc4ccco4)C(c23)c2cccc(Cl)c2)c(O)c1,96,89,-1,,1.007521659,-3
TCMDC-133545,OC(=O)C(F)(F)F.N#Cc1cncc(c1)-c1nc2c(cccc2n1C1CCNC1)N1CCC(Cc2ccccc2)CC1,88,7,-1,,0.987244117,5
TCMDC-125306,Cl.Cc1cc(CN2CCC(CC2)Nc2ncc(-c3ccsc3)c3nc(ccc23)C(F)(F)F)no1,81,67,-3,,1.100928292,8
TCMDC-133546,OC(=O)C(F)(F)F.N#Cc1cncc(c1)-c1nc2c(cccc2n1CCNCc1ccccc1)N1CCC(Cc2ccccc2)CC1,99,99,-1,,0.572510847,2
TCMDC-133547,OC(=O)C(F)(F)F.N#Cc1cncc(c1)-c1nc2c(cccc2n1CCNCc1ccccc1)N1CCC(CC1)N1CCCC1,100,58,-2,,0.874,3
TCMDC-133548,FC(F)(F)c1cccc(CNc2nc(-c3cccc(c3)C#N)n(n2)-c2cccc(c2)C(F)(F)F)c1,94,88,3,,0.592352867,12
TCMDC-133549,OC=O.CC(=O)Nc1cccc(CNCc2ccc(cc2)-c2cnc(nc2)N2CCCC(C)(C)C2)c1,93,75,0,,0.821610636,10
TCMDC-133550,OC(=O)C(F)(F)F.NCCCNc1ccc(cn1)-c1ccc(NC(=O)Nc2cc(ccc2F)C(F)(F)F)cc1,100,66,3,,0.83700897,-3
TCMDC-133551,Cc1ccc(cc1)-c1nc2cc(ccc2[nH]1)C(=O)NC1CCC(CC1)N1CCCc2ccc(cc2C1)C#N,101,49,-2,,1.36343151,23
TCMDC-133552,Cc1ccccc1C1CCN(CC1)C1CCC(CC1)NC(=O)\C=C\c1ccc(F)c(F)c1,93,7,-1,,0.945428343,34
TCMDC-133553,Cc1ccccc1C1CCN(CC1)C1CCC(CC1)NC(=O)C1=Cc2ccccc2OC1,91,15,-4,,0.934529483,26
TCMDC-133554,CC(C)c1ccc2[nH]c(cc2c1)C(=O)NC1CCC(CC1)N1CCC(CC1)c1ccccc1C,99,100,-3,,0.694876182,100
TCMDC-133555,COc1ccccc1C1CCN(CC1)C1CCC(CC1)NC(=O)\C=C\c1cccc(c1)C(F)(F)F,99,34,-3,,0.806455618,38
TCMDC-133556,COc1ccccc1C1CCN(CC1)C1CCC(CC1)NC(=O)c1ccc2[nH]c(nc2c1)-c1ccc(C)cc1,101,100,4,,0.308062878,100
TCMDC-133557,Nc1ncc(cc1-c1nc2ccccc2[nH]1)-c1ccsc1,99,8,-2,,0.850510199,33
TCMDC-133558,Cc1cc2nc([nH]c2cc1C)-c1cc(cnc1N)-c1cccc(NS(C)(=O)=O)c1,102,32,-2,,0.67175371,43
TCMDC-133559,Nc1ncc(cc1-c1nc2ccc(F)cc2[nH]1)-c1cn[nH]c1,101,53,-3,,0.729043734,38
TCMDC-133560,Nc1ncc(cc1-c1nc2ccc(Cl)cc2[nH]1)-c1cn[nH]c1,101,100,-5,,0.798572301,46
TCMDC-133561,Cc1cccc2[nH]c(nc12)-c1cc(cnc1N)-c1cn[nH]c1,101,93,0,,0.220700768,37
TCMDC-133562,Nc1ncc(cc1-c1nc2cc(Cl)cnc2[nH]1)-c1cn[nH]c1,100,70,1,,0.914702709,40
TCMDC-133563,CN1CCN(CC1)c1ccc(cc1)-c1nc2ccc(OCc3cc(Cl)cc(Cl)c3)c(C(N)=O)c2[nH]1,100,85,-2,,0.657314033,45
TCMDC-133564,CC(N1CCC(CC1)N1CCCCC1)c1cccc(c1)S(=O)(=O)NCc1ccc(Cl)cc1Cl,100,40,-2,,0.74720622,36
