Smiles,mol_name,cdk2_ic50,cdk2_inhib,scaffold,sourcepool,cdk_act_bin_1
C=CCNC(=O)N\C1=N\C(=S)SS1,mol_3331,None,19.90,Scaffold_00,divscreen,0
C=CCNC(=O)Nc(c1)c(c(C)cc1)NC(=O)NCC=C,mol_3332,None,20.50,Scaffold_04,divscreen,0
C=CCNC(=O)Nc(c1)cccc1C(C)OC(=O)NC(C2)CCCC2,mol_3333,None,-18.70,Scaffold_04,divscreen,0
C=CCNC(=O)Nc(cc1)ccc1Cc2ccc(cc2)NC(=O)NCC=C,mol_3334,None,39.20,Scaffold_04,divscreen,50
C=CCNC(=S)/N=C(/N1C)Sc2ccccc12,mol_3335,None,5.60,Scaffold_00,divscreen,0
C=CCNC(=S)NNC(=N)c(c1)nccc1,mol_3336,None,26.50,Scaffold_00,divscreen,0
C=CCNC(=S)NNC(=O)C(CC(C)(C)O)CCC(C)C,mol_3337,None,14.50,Scaffold_00,divscreen,0
C=CCNC(=S)NNC(=O)CCC(O)COCCC(C)C,mol_3338,None,17.40,Scaffold_00,divscreen,0
C=CCNC(=S)NNC(=O)c(cc1)ccc1[S](=O)(=O)N(CCC)CCC,mol_3339,None,18.80,Scaffold_00,divscreen,0
C=CCNC(=S)N\N=C\c([o]1)ccc1c2ccc(cc2)[N+]([O-])=O,mol_3340,None,12.90,Scaffold_00,divscreen,0
C=CCNC(=S)Nc(c1C(=O)OCC)[s]c(c12)CN(CC2)Cc3ccccc3,mol_3341,None,13.00,Scaffold_00,divscreen,0
C=CCNC(C(=O)O)CC(=O)c(ccc12)cc2CCCC1,mol_3342,None,36.40,Scaffold_00,divscreen,50
C=CCNc(c([S-])[s]1)c([n+]2ccccc2)c1C(=O)c(c3)cccc3,mol_3343,None,-5.90,Scaffold_00,divscreen,0
C=CCNc(cc1C)nc(n1)NC[C@H](C)O,mol_3344,None,13.35,Scaffold_05,synscreen,0
C=CCNc(ccn1)nc1Nc(cc2)cc(C)c2,mol_3345,None,14.03,Scaffold_05,synscreen,0
C=CCNc(nc(n1)c2ccncc2)cc1C[S](=O)(=O)c(c3)cccc3,mol_3346,None,26.60,Scaffold_00,divscreen,0
C=CCNc1nc(N)c([s]1)C(N)=NC#N,mol_3347,None,91.90,Scaffold_02,divscreen,100
C=CCO/N=C\c(c(c1)Br)n[nH]1,mol_3348,None,7.00,Scaffold_00,divscreen,0
C=CCOC(=O)C(CC(=O)O)NC(=O)OCC1c2ccccc2c3ccccc13,mol_3349,None,32.20,Scaffold_00,divscreen,50
C=CCOC(=O)C(CCC(=O)O)NC(=O)OCC(c1ccccc12)c3ccccc23,mol_3350,None,25.80,Scaffold_00,divscreen,0
C=CCOC(=O)c(cc1)c[n+](c1)CCC[S]([O-])(=O)=O,mol_3351,None,3.70,Scaffold_00,divscreen,0
C=CCOCC(CO)(COCC=C)COCC=C,mol_3352,None,21.60,Scaffold_00,divscreen,0
C=CCOCC(O)CNCC(O)COCC=C,mol_3353,None,17.40,Scaffold_00,divscreen,0
C=CCOCCN(C)C/1=N/[S](=O)(=O)c2ccccc12,mol_3354,None,15.90,Scaffold_00,divscreen,0
C=CCOCCN(CCOCC=C)C(=N/[S]1(=O)=O)/c2ccc(cc12)[N+]([O-])=O,mol_3355,None,17.40,Scaffold_00,divscreen,0
C=CCOCCN(CCOCC=C)C/1=N/[S](=O)(=O)c2ccccc12,mol_3356,None,21.70,Scaffold_00,divscreen,0
C=CCO\N=C(N)/c(c(c1)Br)n[n]1C(=O)NC,mol_3357,None,20.40,Scaffold_04,divscreen,0
C=CCOc(c(c1)OC)ccc1/C=N/NC(=O)COc(ccc2)c(c2)CC=C,mol_3358,None,20.80,Scaffold_00,divscreen,0
C=CCOc(c(c1)OCC)ccc1/C=N/NC(=O)CC(=O)Nc(cc2)cc(Cl)c2Cl,mol_3359,None,5.40,Scaffold_00,divscreen,0
C=CCOc(c1)cc(cc1)/C=N/NC(=O)C(=O)Nc2cccc(c2)OC,mol_3360,None,22.30,Scaffold_00,divscreen,0
C=CCOc(cc(cc1)N(CC)CC)c1/C=N/Nc2[nH]nnn2,mol_3361,None,18.10,Scaffold_00,divscreen,0
C=CCOc(cc1)ccc1/C=N/NC(=O)C(=O)NC(C)c(c2)cccc2,mol_3362,None,41.70,Scaffold_00,divscreen,50
C=CCOc(cc1)ccc1/C=N/NC(=O)c(nc2c(cc3)ccc3)n[n]2c4ccccc4,mol_3363,None,-5.70,Scaffold_00,divscreen,0
C=CCOc(cc1)ccc1C(=O)N\N=C\c(c2c(cc3)ccc3)c[n](n2)c4ccccc4,mol_3364,None,-25.70,Scaffold_00,divscreen,0
C=CCOc(cc1O)ccc1/C=N/NC(=O)CSCc2ccc(cc2)[N+]([O-])=O,mol_3365,None,19.00,Scaffold_00,divscreen,0
C=CCOc1c(OC)cc(cc1)/C=N\Nc2cc(c([N+]([O-])=O)cc2[N+]([O-])=O)OCC(=O)OCC,mol_3366,None,30.40,Scaffold_00,divscreen,50
C=CCSC(/N=[c]/12)=N/C(=O)[n]2ccc(C)c1,mol_3367,None,30.20,Scaffold_00,divscreen,50
C=CCSC(=N/1)/N(C(=O)c(c12)[s]cc2)c3ccccn3,mol_3368,None,21.10,Scaffold_00,divscreen,0
C=CCSC(=N/1)/NNC(NC(N2)=O)(c3ccccc3)C12c4ccccc4,mol_3369,None,8.40,Scaffold_00,divscreen,0
C=CCSC(=N/NC1=O)/N1c2cccc(c2)Cl,mol_3370,None,7.40,Scaffold_00,divscreen,0
C=CCSC(=N/c(c12)cc[s]2)/N(C1=O)c3cnccc3,mol_3371,None,16.10,Scaffold_00,divscreen,0
C=CCSC/1=N/C(=O)CC(c2ccccc2)N1c3cccc(c3)C(F)(F)F,mol_3372,None,11.90,Scaffold_00,divscreen,0
C=CCSc([n]1C)nnc1c(c(C)n2)[n]3ccc(C)cc23,mol_3373,None,15.91,Scaffold_01,simscreen,0
C=CCSc([n]1CC)nnc1C(Cc(c2)cccc2)N[S](=O)(=O)c3ccc(F)cc3,mol_3374,None,-11.40,Scaffold_00,divscreen,0
C=CCSc(n1)[nH]c2ccccc12,mol_3375,None,14.10,Scaffold_00,divscreen,0
C=CCSc(n1)[n](C(C)C)c2ccc(cc12)[S](C)(=O)=O,mol_3376,None,0.74,Scaffold_00,simscreen,0
C=CCSc(n[n]1CC=C)[n]2C(=O)c(c3/N=[c]/12)c4c([s]3)COC(C)(C)C4,mol_3377,None,6.20,Scaffold_00,divscreen,0
C=CCSc(nc1SCC=C)nc([s]2)c1c(c23)CCN(C3)Cc4ccccc4,mol_3378,None,32.10,Scaffold_00,divscreen,50
C=CC[N+](C)(C)c(cc1)ccc1CCC(=O)CCc2ccc(cc2)[N+](C)(C)CC=C,mol_3379,None,15.80,Scaffold_00,divscreen,0
C=CC[n+](c1)cc(cc1)C(=O)OCC,mol_3380,None,18.80,Scaffold_00,divscreen,0
C=CC[n+](c1Nc(cc2)ccc2C)c(c[s]1)c3cc(C(C)(C)C)c(O)c(c3)C(C)(C)C,mol_3381,None,7.60,Scaffold_02,divscreen,0
C=CC[n](c1ccccc12)c3c2nnc(n3)SCC(=O)N(c4ccccc4)c5ccccc5,mol_3382,None,21.80,Scaffold_00,divscreen,0
C=CC[n](c1ccccc1c23)c2nc(nn3)SCc4c(C(=O)OCC)c(C)c([nH]4)C(=O)OCC,mol_3383,None,-3.60,Scaffold_00,divscreen,0
C=CC[n]1c(CN[S](=O)(=O)c2ccc(Br)cc2)nnc1SCc(cc3)ccc3C(C)(C)C,mol_3384,None,4.50,Scaffold_00,divscreen,0
C=CC[n]1c(SCC(=O)O)nc(c12)N(C)C(=O)NC2=O,mol_3385,None,21.80,Scaffold_12,divscreen,0
C=CC[n]1c(SCCC(=O)O)nc(c12)N(C)C(=O)NC2=O,mol_3386,None,13.40,Scaffold_12,divscreen,0
C=CC[n]1c(c2c3ccccc13)nc(nn2)SCC(=O)Nc4ccc(C(C)=O)cc4,mol_3387,None,9.60,Scaffold_00,divscreen,0
C=CC[n]1c(c2ccc(cc2)OC)nnc1SCC(=O)NCCOc3ccccc3,mol_3388,None,16.20,Scaffold_00,divscreen,0
C=CC[n]1c(c2cccc(c2)Br)nnc1SCC(=O)Nc(cc3)ccc3CC,mol_3389,None,-1.70,Scaffold_00,divscreen,0
C=CC[n]1c(nc(c12)N(C)C(=O)NC2=O)N/N=C(/C)c3ccc(O)cc3,mol_3390,None,24.20,Scaffold_12,divscreen,0
C=CC[n]1c(nnc1c2ccc(cc2)OC)SCC(=O)Nc3cccc(c3)C(F)(F)F,mol_3391,None,9.60,Scaffold_00,divscreen,0
C=CC[n]1c2ccccc2c(c13)nnc(n3)SCC(=O)Nc4ccc(cc4)[S](N)(=O)=O,mol_3392,None,31.30,Scaffold_00,divscreen,50
C=CCc(c(C)n1)c(C)c(C#N)c1SCc(c2C(=O)OCC)[n](C)c3cc(Br)c(O)cc23,mol_3393,None,18.60,Scaffold_00,divscreen,0
C=CCc(c(C)n1)c(nc1c(c2)cccc2)N\N=C\c3ccncc3,mol_3394,None,12.60,Scaffold_00,divscreen,0
C=CCc(c(cc1)OCc2ccc(Br)cc2)cc1/C=N/NC(=O)C(C)SCc3ccccc3,mol_3395,None,10.40,Scaffold_00,divscreen,0
C=CCc(c1)c(O)c(cc1)OC,mol_3396,None,25.00,Scaffold_00,divscreen,0
C=CCc(c1)c(ccc1)OCC(=O)N\N=C\c2ccc(OC(C)=O)cc2OC(C)=O,mol_3397,None,-16.70,Scaffold_00,divscreen,0
C=CCc(c1)c(ccc1)OCC(O)CNC(C)C,mol_3398,None,17.00,Scaffold_00,divscreen,0
C=CCc(c1)cc(OC)c(O)c1OC,mol_3399,None,29.40,Scaffold_00,divscreen,0
C=CCc(c1O)cccc1/C=N/N=C2\NC(=O)CS2,mol_3400,None,29.00,Scaffold_00,divscreen,0
C=CCc(c1OC(=O)N(C)C)c(C)nc(n1)SCC(=O)C(C)(C)C,mol_3401,None,27.20,Scaffold_00,divscreen,0
C=CCc(cc1)c(O)c(c1)/C=N/NC(=O)c2cc(c(C)nc2C)C(=O)N\N=C\c3cccc(c3O)CC=C,mol_3402,None,29.60,Scaffold_00,divscreen,0
C=CCc(cc1OC)ccc1OC(=O)Nc2cccc3c(cccc23)NC(=O)Oc4ccc(CC=C)cc4OC,mol_3403,None,26.70,Scaffold_00,divscreen,0
C=CCc1c(C)ccc(c1O)CC=C,mol_3404,None,17.20,Scaffold_00,divscreen,0
C=C[C@H](COCc(c1)cccc1)O[C@H](C)C[C@H](C)OC(=O)c2c(C)cc(C)cc2C,mol_3405,None,35.90,Scaffold_00,divscreen,50
C=C[C@H]([C@@H]12)CN(CC1)[C@@H](C2)[C@H](OC(=O)c3cc([N+]([O-])=O)cc(c3)[N+]([O-])=O)c4ccnc5ccccc45,mol_3406,None,19.30,Scaffold_00,divscreen,0
C=C[C@H]1CN(CC[C@H]12)[C@@H](C2)[C@H](O)c3ccnc4ccc(cc34)OC,mol_3407,None,5.60,Scaffold_00,divscreen,0
C=C[C@H]1CN(CC[C@H]12)[C@@H](C2)[C@H](OC(=O)c3cccc(c3)[N+]([O-])=O)c4ccnc5ccccc45,mol_3408,None,-4.00,Scaffold_00,divscreen,0
C=C[C@H]1CN(CC[C@H]12)[C@H](C2)[C@@H](O)c3ccnc4ccccc34,mol_3409,None,-7.30,Scaffold_00,divscreen,0
C=C[C@H]1C[N@@+](CC2)(Cc3ccccc3)[C@@H](C[C@@H]12)[C@H](O)c4ccnc5ccc(cc45)OC,mol_3410,None,26.50,Scaffold_00,divscreen,0
CC(/C(=O)O)=N/NC(=O)c(c1)cccc1,mol_3411,None,11.80,Scaffold_00,divscreen,0
CC(/C(=O)O)=N/N\C(N)=N\[N+]([O-])=O,mol_3412,None,6.10,Scaffold_00,divscreen,0
CC(/C(C)NC(=O)c1ccccc1)=N\NC(=O)C(CCSC)NC(=O)c(c2)cccc2,mol_3413,None,1.90,Scaffold_00,divscreen,0
CC(/C(C1=O)=N/Nc2ccc(cc2)[S](=O)(=O)O)=N/N1c3nc(c[s]3)c4ccccc4,mol_3414,None,-18.40,Scaffold_09,divscreen,0
CC(/C(N)=N\C1=O)=C/N1[C@H]2[C@H](O)[C@H](O)[C@H](O2)CO,mol_3415,None,5.10,Scaffold_00,divscreen,0
CC(/C(N1)=O)=N/N=C\1SCC(=O)Nc2ccc(cc2)C(=O)OCC,mol_3416,None,19.70,Scaffold_00,divscreen,0
CC(/C(N1)=O)=N/N=C\1SCC(=O)Nc2ccc(cc2)OC,mol_3417,None,25.30,Scaffold_00,divscreen,0
CC(/C(N1)=O)=N/N=C\1SCC(=O)[n]2c3ccccc3[s]c4ccccc24,mol_3418,None,6.70,Scaffold_00,divscreen,0
CC(/C1=O)=C(O)/Nc2[n](ncc12)c3ccccc3,mol_3419,None,10.00,Scaffold_08,simscreen,0
CC(/C1=O)=N/N=C(\N1)SCC(=O)Nc2ccccn2,mol_3420,None,21.80,Scaffold_00,divscreen,0
CC(/CC(=O)Nc(c1)nccc1)=N\NC(=O)c2cccc(c2)O,mol_3421,None,15.80,Scaffold_00,divscreen,0
CC(/CC(=O)Nc(cc1)ccc1C(N)=O)=N\NC(=O)c2ccc([N+]([O-])=O)cc2Cl,mol_3422,None,14.00,Scaffold_00,divscreen,0
CC(/CC(=O)Nc(cc1)ccc1C(N)=O)=N\NC(=O)c2cnccn2,mol_3423,None,16.70,Scaffold_00,divscreen,0
CC(/CC(=O)Nc(ccc12)cc1OCCO2)=N\NC(=O)c3cc(Cl)ccc3O,mol_3424,None,35.90,Scaffold_00,divscreen,50
CC(/CC(=O)Nc1ccc(C(N)=O)cc1)=N\NC(=O)Cc2ccc([N+]([O-])=O)cc2[N+]([O-])=O,mol_3425,None,22.90,Scaffold_00,divscreen,0
CC(/CC(=O)Nc1ccc(cc1)[N+]([O-])=O)=N\NC(=O)c(cc2)ccc2c3ccccc3,mol_3426,None,28.00,Scaffold_00,divscreen,0
CC(/CC(=O)Nc1cccc(c1)C(F)(F)F)=N\NC(=O)C(c(c2)cccc2)c3ccccc3,mol_3427,None,16.40,Scaffold_00,divscreen,0
CC(/CC(=O)Nc1ccccn1)=N\NC(=O)C(=O)Nc(c2)cc(C)cc2,mol_3428,None,19.70,Scaffold_00,divscreen,0
CC(/CCC(=O)O)=N\NC(N)=O,mol_3429,None,14.50,Scaffold_00,divscreen,0
CC(/CCC(O)=O)=N/Nc(cc1)c([N+]([O-])=O)cc1[N+]([O-])=O,mol_3430,None,3.60,Scaffold_00,divscreen,0
CC(/CCCC(=O)O)=N\NC(=O)c(c(c1)O)ccc1,mol_3431,None,13.50,Scaffold_00,divscreen,0
CC(/CCc(c1)cccc1)=N\NC(=O)CCC(=O)N/N=C(C)/CCc2ccccc2,mol_3432,None,-2.50,Scaffold_00,divscreen,0
CC(/CN(C1=O)C(=O)c2ccccc12)=N\NC(=O)c3c(c4ccccc4)[n](nn3)c5c(N)n[o]n5,mol_3433,None,29.60,Scaffold_00,divscreen,0
CC(/CNC(=O)c1ccccc1)=N\NC(=O)CC(c2ccccc2)NC(=O)c(c3)cccc3,mol_3434,None,-14.90,Scaffold_00,divscreen,0
CC(/COc(ccc1)c(c1)OCC(=O)O)=N\NC(=O)c2ccncc2,mol_3435,None,24.70,Scaffold_00,divscreen,0
CC(/C[n]1nc(nn1)[N+]([O-])=O)=N/NC(=O)Cc2nn[nH]n2,mol_3436,None,3.20,Scaffold_00,divscreen,0
CC(=C(N1)/CC)\C(=O)[n](n2)c1c(c23)C(=O)NC(N3)=O,mol_3437,None,10.17,Scaffold_10,synscreen,0
CC(=C\C1=O)\C(=O)N1c2ccn[n]2C(C)=O,mol_3438,None,3.00,Scaffold_08,simscreen,0
CC(=N)Nc([nH]n1)cc1c(c2)cccc2,mol_3439,None,10.00,Scaffold_08,divscreen,0
CC(=N/1)/C(C#N)C(c2ccc[s]2)N1C/3=N/CCN3,mol_3440,None,18.70,Scaffold_09,synscreen,0
CC(=N/1)/CC(C(=O)O)N1c(cc2)nc3ccccc23,mol_3441,None,None,Scaffold_09,synscreen,50
CC(=N/1)/CC(c2ccc(O)cc2)N1C/3=N/CCN3,mol_3442,None,None,Scaffold_09,synscreen,50
CC(=N/1)/CC(c2ccccc2)N1c(cc3)nc4ccccc34,mol_3443,None,7.56,Scaffold_09,synscreen,0
CC(=N/N(C1=O)c2ccccc2)/C1=N/Nc3ccc(cc3)[S](=O)(=O)O,mol_3444,None,9.40,Scaffold_09,divscreen,0
CC(=N/N1)/C(C1=O)=N/Nc2ccc(cc2Cl)c3ccc(c(c3)Cl)N\N=C\4/C(=O)N\N=C/4C,mol_3445,None,17.00,Scaffold_00,divscreen,0
CC(=N/N1c2ccc(Br)cc2)/C(C1=O)C(c3cccc(c3)O)C4C(=O)N(\N=C/4C)c5ccc(Br)cc5,mol_3446,None,6.80,Scaffold_07,divscreen,0
CC(=N/N1c2ccc(Cl)cc2)/C(C1=O)CCOC(=O)c3c(C)n[n](n3)c4ccccc4,mol_3447,None,25.60,Scaffold_07,divscreen,0
CC(=N/N1c2ccccc2)/C(C1=O)\C(c3ccc(cc3)OC)=N\NC(=O)c4ccccc4,mol_3448,None,9.20,Scaffold_07,divscreen,0
CC(=N/N1c2ccccn2)/CC1C(C)(C3=O)C(=O)c4ccccc34,mol_3449,None,16.26,Scaffold_09,synscreen,0
CC(=N/N=[c]\12)/C(=O)[n]1nc([s]2)SCC(=O)O,mol_3450,None,11.40,Scaffold_00,divscreen,0
CC(=N/NC(N)=S)/COc(ccc1)c(c1)OCC(=O)O,mol_3451,None,21.80,Scaffold_00,divscreen,0
CC(=N/NC(N)=S)/C[S](=O)(=O)c(cc1)ccc1c2ccc(cc2)[S](=O)(=O)C\C(C)=N/NC(N)=S,mol_3452,None,43.20,Scaffold_00,divscreen,50
CC(=N/Nc(c1)cccc1)/C(=N\O)Nc2ccccc2OC,mol_3453,None,5.20,Scaffold_00,divscreen,0
CC(=N\NC(=N)N)/C=N/NC(=N)N,mol_3454,None,6.00,Scaffold_00,divscreen,0
CC(=N\NC(=O)C(=O)NCCO)/CC(=O)Nc(ccc12)cc1OCCO2,mol_3455,None,6.90,Scaffold_00,divscreen,0
CC(=N\NC(=O)c1ccc(N)cc1)/CC(=O)Nc(ccc23)cc2OCCO3,mol_3456,None,29.60,Scaffold_00,divscreen,0
CC(=N\NC(=O)c1ccc(cc1)[N+]([O-])=O)/CC(=O)Nc(cc2)ccc2OCc(c3)cccc3,mol_3457,None,17.90,Scaffold_00,divscreen,0
CC(=N\NC(=O)c1cnccn1)/CC(=O)Nc(cc2)ccc2OCc(c3)cccc3,mol_3458,None,13.80,Scaffold_00,divscreen,0
CC(=N\NCCC#N)/C(C(=O)Nc(c1)cccc1)=N/OC(=O)Nc2ccccc2,mol_3459,None,18.20,Scaffold_00,divscreen,0
CC(=N\NCCC#N)/C(C(=O)Nc(c1)cccc1)=N/OC(=O)c2ccc(cc2)[N+]([O-])=O,mol_3460,None,17.00,Scaffold_00,divscreen,0
CC(=N\Nc(c1)cccc1)/C(=N/O)Nc2ccccc2,mol_3461,None,22.40,Scaffold_00,divscreen,0
CC(=N\Nc1c(Cl)cc(C(F)(F)F)cn1)/C2=N/OC3C(=O)N(C(C23)=O)c4cccc(c4)C(F)(F)F,mol_3462,None,12.40,Scaffold_00,divscreen,0
CC(=N\O)/C(=O)NCC(=O)O,mol_3463,None,23.00,Scaffold_00,divscreen,0
CC(=O)/N=C1/N=C(/c2ccccc2)N(S1)c3ccccc3,mol_3464,None,19.40,Scaffold_00,divscreen,0
CC(=O)C(=C(N1)/c2ccc[s]2)\C(=O)[n]3nc(cc13)c4ccc[o]4,mol_3465,None,None,Scaffold_10,synscreen,50
CC(=O)C(=C(N1)\c2ccc[o]2)/C(=O)[n](n3)c1c(c34)C(=O)NC(N4)=O,mol_3466,None,21.67,Scaffold_10,synscreen,0
CC(=O)C(=N/Nc(c1)c(C(=O)O)ccc1)/C(=O)Nc2nc(C)c([s]2)C(=O)OCC,mol_3467,None,18.00,Scaffold_02,divscreen,0
CC(=O)C(C(=O)Nc(cc1)c(Cl)cc1Cl)/C=N/OCc2ccc(Cl)cc2Cl,mol_3468,None,23.30,Scaffold_00,divscreen,0
CC(=O)C(C(=O)OCC)SC/1=N/C(NN1)c2ccc(Cl)cc2,mol_3469,None,22.30,Scaffold_00,divscreen,0
CC(=O)C(C(C)=O)c(c1)c(N[S](=O)(=O)c2ccccc2)ccc1N[S](=O)(=O)c(c3)cccc3,mol_3470,None,20.40,Scaffold_00,divscreen,0
CC(=O)C(C(C)O1)C(=O)c2ccc(cc12)OC(C)=O,mol_3471,None,-2.70,Scaffold_00,divscreen,0
CC(=O)C(C([C-](C#N)C#N)c(cc1)[s]c1)[n+]2cccc(c2)C(N)=O,mol_3472,None,23.00,Scaffold_00,divscreen,0
CC(=O)C(C)(CCC(=O)O)CCC(=O)O,mol_3473,None,10.60,Scaffold_00,divscreen,0
CC(=O)C(\C(=O)[n]1nc(C)cc12)=C(N2)/c3ccc[s]3,mol_3474,None,None,Scaffold_10,synscreen,50
CC(=O)C(\C(N1)=O)=C\c(c12)cncc2,mol_3475,None,None,Scaffold_15,synscreen,50
CC(=O)C1C(N(CCO)/N=C1/C)c2ccccc2,mol_3476,None,6.64,Scaffold_09,synscreen,0
CC(=O)CCC(=C(\C)N1)/C(=O)[n](n2)c1c(c23)C(=O)NC(N3)=O,mol_3477,None,28.29,Scaffold_10,synscreen,0
CC(=O)CSc1ccc(cc1)Sc2ccc(cc2)SCC(C)=O,mol_3478,None,7.30,Scaffold_00,divscreen,0
CC(=O)N(/N=C(S1)/NC(C)=O)C1(C)C[S](=O)(=O)c(cc2)cc3ccccc23,mol_3479,None,29.80,Scaffold_00,divscreen,0
CC(=O)N(/N=C(S1)/NC(C)=O)C1(C)C[S](=O)(=O)c2cccc3c(cccc23)[S](=O)(=O)CC4(C)N(C(C)=O)/N=C(S4)/NC(C)=O,mol_3480,None,59.40,Scaffold_00,divscreen,100
CC(=O)N(/N=C1/NC(C)=O)C(C)(S1)C[S](=O)(=O)c2ccc(C)c(C)c2,mol_3481,None,8.80,Scaffold_00,divscreen,0
CC(=O)N(C(C)=O)C(C(=O)O)Cc(cc1)ccc1O,mol_3482,None,12.50,Scaffold_00,divscreen,0
CC(=O)N(C(C)=O)c(c1)cccc1Oc2ccc(cc2)[S](=O)(=O)c3ccc(cc3)Oc4cccc(c4)N(C(C)=O)C(C)=O,mol_3483,None,13.70,Scaffold_00,divscreen,0
CC(=O)N(C(C)=O)c(cc1C2)ccc1c3ccccc23,mol_3484,None,2.90,Scaffold_00,divscreen,0
CC(=O)N(C(C)=O)c1c(OC(C)=O)cc(cc1)Cc2ccc(N(C(C)=O)C(C)=O)c(c2)OC(C)=O,mol_3485,None,13.40,Scaffold_00,divscreen,0
CC(=O)N(C(S1)c2ccc(C(F)(F)F)cc2)/N=C1/N(C(C)=O)\N=C\c3ccc(C(F)(F)F)cc3,mol_3486,None,19.30,Scaffold_00,divscreen,0
CC(=O)N(C(\C)=C\C)N(C(C)=O)c1c([N+]([O-])=O)cc(cc1)[N+]([O-])=O,mol_3487,None,2.00,Scaffold_00,divscreen,0
CC(=O)N(CC12[N+]([O-])=O)CN(C2)CN(C1)C(C)=O,mol_3488,None,15.10,Scaffold_00,divscreen,0
CC(=O)N(CC1=O)C(c2ccc(Cl)cc2Cl)N1OCC(O)COc3ccccc3,mol_3489,None,-1.10,Scaffold_00,divscreen,0
CC(=O)N(CCCOC(C)=O)c([nH]1)nc(c12)N(C)C(=O)N(C)C2=O,mol_3490,None,10.91,Scaffold_12,simscreen,0
CC(=O)N(CN(C1=O)C(=O)c2c([N+]([O-])=O)cccc12)c3ccc(cc3)N(C(C)=O)CN4C(=O)c5cccc([N+]([O-])=O)c5C4=O,mol_3491,None,25.00,Scaffold_00,divscreen,0
CC(=O)N(OC(C)=O)[S](=O)(=O)c1ccc(Cl)cc1,mol_3492,None,15.20,Scaffold_00,divscreen,0
CC(=O)N([C@H](C(=O)O)CS1)[C@H]1c2ccc(cc2)[C@@H]3N(C(C)=O)[C@H](C(=O)O)CS3,mol_3493,None,7.20,Scaffold_00,divscreen,0
CC(=O)N([S](=O)(=O)c1ccc(Cl)cc1)c2ccc(cc2)N(C(C)=O)[S](=O)(=O)c3ccc(Cl)cc3,mol_3494,None,12.60,Scaffold_00,divscreen,0
CC(=O)N([S](=O)(=O)c1cccc(c1)[N+]([O-])=O)c2ccc(cc2)N(C(C)=O)[S](=O)(=O)c3cccc(c3)[N+]([O-])=O,mol_3495,None,3.30,Scaffold_00,divscreen,0
CC(=O)N(c1cccc(c1)C(=O)O)CN(C2=O)C(=O)c3cc([N+]([O-])=O)ccc23,mol_3496,None,9.70,Scaffold_00,divscreen,0
CC(=O)N(c1ccccc1)C(c2ccccc23)CC(C)N3C(=O)c4cccc(c4)[N+]([O-])=O,mol_3497,None,6.40,Scaffold_00,divscreen,0
CC(=O)N(c1ccccc12)C(c3ccccc3)C\C(=N/2)c4ccc(cc4)OCC(=O)O,mol_3498,None,28.00,Scaffold_00,divscreen,0
CC(=O)N(c1ccccc1C(=O)O)CN(C2=O)C(=O)c3cc([N+]([O-])=O)ccc23,mol_3499,None,11.00,Scaffold_00,divscreen,0
CC(=O)N/N=C(N)/c(c1N)n[o]n1,mol_3500,None,10.40,Scaffold_00,divscreen,0
CC(=O)NC(/N=[c]/12)=N/C[n]2c(C)nc3ccccc13,mol_3501,None,12.60,Scaffold_00,divscreen,0
CC(=O)NC(/NC1=O)=N/c(c12)[n](C(C)=O)cn2,mol_3502,None,30.03,Scaffold_00,simscreen,50
CC(=O)NC(/NC1=O)=N/c(c12)[n](cn2)COCCO,mol_3503,None,21.10,Scaffold_00,divscreen,0
CC(=O)NC(=O)Nc(c1)c(OC)ccc1C(=O)Nc(c2)cccc2,mol_3504,None,4.60,Scaffold_04,divscreen,0
CC(=O)NC(C(=O)N\N=C\c(cc1)cc(c1)[N+]([O-])=O)C(=O)N\N=C\c2cccc(c2)[N+]([O-])=O,mol_3505,None,26.30,Scaffold_00,divscreen,0
CC(=O)NC(C(=O)O)CCCCNC(=O)OCc(c1)cccc1,mol_3506,None,28.90,Scaffold_00,divscreen,0
CC(=O)NC(C(=O)O)CCc(n1)[nH]c2ccccc12,mol_3507,None,-5.30,Scaffold_00,divscreen,0
CC(=O)NC(C(=O)O)CS,mol_3508,None,16.00,Scaffold_00,divscreen,0
CC(=O)NC(C(=O)O)Cc(c1)c(F)ccc1,mol_3509,None,6.00,Scaffold_00,divscreen,0
CC(=O)NC(C(=O)O)Cc(cc1)cc(c1)F,mol_3510,None,1.80,Scaffold_00,divscreen,0
CC(=O)NC(C(=O)O)Cc1ccc(cc1)OCc2ccccc2,mol_3511,None,36.60,Scaffold_00,divscreen,50
CC(=O)NC(CCSC)C(=O)OCC(=O)Nc1nnc([s]1)SCC,mol_3512,None,24.40,Scaffold_00,divscreen,0
CC(=O)NC(NC(C)=O)=N\N=C(/C)c(cc1)ccc1Br,mol_3513,None,0.80,Scaffold_00,divscreen,0
CC(=O)NC(c1nn[nH]n1)CCCN(C2=O)C(=O)c3ccccc23,mol_3514,None,1.30,Scaffold_00,divscreen,0
CC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)Nc(cc1)cc2ccccc12,mol_3515,None,12.80,Scaffold_00,divscreen,0
CC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)Oc(cc1)cc2ccccc12,mol_3516,None,21.10,Scaffold_00,divscreen,0
CC(=O)NCC(=O)N[C@H](C(=O)OC)CCCCN,mol_3517,None,5.00,Scaffold_00,divscreen,0
